delivery_time,feedback,hourlie,name_reviewer,price,sales_num,location,favorites,time,star_review,reviews_num,FLNCR_RSPN_CMMT,review,rating_perc,,Cleaned_Review,Label,pos,neutral,Keywords,Review_Label
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Pascal B.,$31,685,"Paris, France            ",448,07-May-15,5,432,,<p>Good value for money. Good work and communication. perfect!</p>,96%,,Good value for money. Good work and communication. perfect!,neutral,0.661208902,0.620073257,"['Good', 'value', 'money', 'Good', 'work', 'communication', 'perfect']",Money
2,,Review your website for search engine compliance,Sian B.,$25,1,"Southend-on-Sea, United Kingdom            ",,27-Jan-14,4,1,,"<p>Not sure I understood much of it or how much of this was computer generated, but it was worth giving it a go.  Thanks.</p>",80%,,"Not sure I understood much of it or how much of this was computer generated, but it was worth giving it a go.  Thanks.",neutral,0.734892762,0.501783334,"['Not', 'sure', 'understood', 'much', 'how', 'much', 'was', 'computer', 'generated', 'was', 'worth', 'giving', 'go', 'Thanks']",Quality
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Christophe H.,$24,171,"Paris, France            ",229,21-Jul-14,5,103,,<p>Very quick and comprehensive work! Great to see you can work in any language website. Thank you Nikhil</p>,97%,,Very quick and comprehensive work! Great to see you can work in any language website. Thank you Nikhil,pos,0.562559041,0.22788259,"['Very', 'quick', 'comprehensive', 'work', 'Great', 'see', 'can', 'work', 'language', 'website', 'Thank', 'Nikhil']",Quality
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Hayley C.,$24,171,"Romford, United Kingdom            ",229,17-Jul-14,5,103,,"<p>Perfect, thank you.</p>",97%,,"Perfect, thank you.",pos,0.764756229,0.107718865,"['Perfect', 'thank']",Quality
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Sean X.,$24,171,"London, United Kingdom            ",229,14-Jul-14,5,103,,<p>good work.</p>,97%,,good work.,pos,0.809882174,0.066451835,"['good', 'work']",Quality
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Max L.,$24,171,"Tokyo, Japan            ",229,07-Jul-14,5,103,,"<p>As a relative newcomer to SEO, I was looking for someone with the skills to help out and the patience to walk me through everything step by step. I am glad to say that I seem to have found such a professional in Nikhil. He responded to each of my queries in a quick and competent manner. Everything was provided on time and I am very happy with the price as Nikhil provided more than was originally promised.  This kind of dedication actually saves me money in the long run. I look forward to taking advantage of this SEO professional again and recommend him highly to the PPH community. </p>",97%,,"As a relative newcomer to SEO, I was looking for someone with the skills to help out and the patience to walk me through everything step by step. I am glad to say that I seem to have found such a professional in Nikhil. He responded to each of my queries in a quick and competent manner. Everything was provided on time and I am very happy with the price as Nikhil provided more than was originally promised.  This kind of dedication actually saves me money in the long run. I look forward to taking advantage of this SEO professional again and recommend him highly to the PPH community. ",pos,0.583223193,0.253519253,"['relative', 'newcomer', 'SEO', 'was', 'looking', 'someone', 'skills', 'help', 'patience', 'walk', 'everything', 'step', 'step', 'am', 'glad', 'say', 'seem', 'have', 'found', 'such', 'professional', 'Nikhil', 'responded', 'queries', 'quick', 'competent', 'manner', 'Everything', 'was', 'provided', 'time', 'am', 'very', 'happy', 'price', 'as', 'Nikhil', 'provided', 'more', 'was', 'originally', 'promised', 'kind', 'dedication', 'actually', 'saves', 'money', 'long', 'run', 'look', 'forward', 'taking', 'advantage', 'SEO', 'professional', 'again', 'recommend', 'highly', 'PPH', 'community']",Money
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Niels P.,$24,171,"Berlin, Germany            ",229,22-Jun-14,5,103,,<p>Very good and fast work. The report gave me some insights where I can improve my page. Valuable for everybody who wants to improve his website</p>,97%,,Very good and fast work. The report gave me some insights where I can improve my page. Valuable for everybody who wants to improve his website,pos,0.618906749,0.165006016,"['Very', 'good', 'fast', 'work', 'report', 'gave', 'insights', 'where', 'can', 'improve', 'page', 'Valuable', 'everybody', 'wants', 'improve', 'website']",Time
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,James H.,$24,171,"Salisbury, United Kingdom            ",229,22-Jun-14,5,103,,<p>Great stuff</p>,97%,,Great stuff,neg,0.414119558,0.193103803,"['Great', 'stuff']",Quality
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Giedrius B.,$24,171,"City of London, United Kingdom            ",229,20-Jun-14,5,103,,<p>Great service!!!</p>,97%,,Great service!!!,pos,0.694829742,0.15257548,"['Great', 'service']",Quality
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Ben C.,$24,171,"Stockport, United Kingdom            ",229,19-Jun-14,5,103,,<p>Quick and efficient service. Have begun implementing some of the suggestions. Many thanks.</p>,97%,,Quick and efficient service. Have begun implementing some of the suggestions. Many thanks.,pos,0.740519636,0.271190505,"['Quick', 'efficient', 'service', 'Have', 'begun', 'implementing', 'suggestions', 'Many', 'thanks']",Time
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Pamela K.,$24,171,"City of London, United Kingdom            ",229,19-Jun-14,5,103,,<p>Fantastic work by Nikhil.  He provided a very detailed audit report which is going to help me greatly improve my web rankings.  Many thanks. </p>,97%,,Fantastic work by Nikhil.  He provided a very detailed audit report which is going to help me greatly improve my web rankings.  Many thanks. ,neutral,0.738476538,0.723460566,"['Fantastic', 'work', 'Nikhil', 'provided', 'very', 'detailed', 'audit', 'report', 'is', 'going', 'help', 'greatly', 'improve', 'web', 'rankings', 'Many', 'thanks']",Quality
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Tim M.,$24,171,"Stanmore, United Kingdom            ",229,17-Jun-14,5,103,,<p>5* Does what it says on the Tin.</p>,97%,,5* Does what it says on the Tin.,pos,0.827345149,0.453662705,"['5*', 'Does', 'says', 'Tin']",Quality
5,,"Be your SEO consultant. Back links, SEO, website review etc",Ewan H.,$123,53,"Farnborough, United Kingdom            ",180,03-May-13,5,40,,<p>Joanne was great. She was very knowledgeable and produced a logical/honest report for my website. </p>,97%,,Joanne was great. She was very knowledgeable and produced a logical/honest report for my website. ,pos,0.576990368,0.426923406,"['Joanne', 'was', 'great', 'was', 'very', 'knowledgeable', 'produced', 'logical/honest', 'report', 'website']",Quality
5,,"Be your SEO consultant. Back links, SEO, website review etc",John K.,$123,53,"Brighton, United Kingdom            ",180,02-May-13,5,40,,"<p>Very personable person, the report was very thorough and complete, I'd be happy to use again.  Thank you! </p>",97%,,"Very personable person, the report was very thorough and complete, I'd be happy to use again.  Thank you! ",pos,0.628371193,0.3430127,"['Very', 'personable', 'person', 'report', 'was', 'very', 'thorough', 'complete', ""'d"", 'be', 'happy', 'use', 'again', 'Thank']",Quality
5,,"Be your SEO consultant. Back links, SEO, website review etc",Tim C.,$123,53,"Wilmslow, United Kingdom            ",180,01-May-13,5,40,,"<p>Jo carried out a very, very detailed analysis of my website - particularly addressing the concerns I had about general performance.<br>
Jo identified the areas that needed improving and I am very pleased with the report. Definitely recommend.</p>",97%,,"Jo carried out a very, very detailed analysis of my website - particularly addressing the concerns I had about general performance. Jo identified the areas that needed improving and I am very pleased with the report. Definitely recommend.",pos,0.775359368,0.172774099,"['Jo', 'carried', 'very', 'very', 'detailed', 'analysis', 'website', 'particularly', 'addressing', 'concerns', 'had', 'general', 'performance', 'Jo', 'identified', 'areas', 'needed', 'improving', 'am', 'very', 'pleased', 'report', 'Definitely', 'recommend']",Quality
5,,"Be your SEO consultant. Back links, SEO, website review etc",Bruce R.,$123,53,"Chessington, United Kingdom            ",180,17-Apr-13,5,40,,<p>Another great job by Joanne. Look forward to building up a good working relationship with her. Thanks...</p>,97%,,Another great job by Joanne. Look forward to building up a good working relationship with her. Thanks...,pos,0.786175154,0.082263128,"['great', 'job', 'Joanne', 'Look', 'forward', 'building', 'good', 'working', 'relationship', 'Thanks']",Quality
5,,"Be your SEO consultant. Back links, SEO, website review etc",Ken G.,$123,53,"Oxford, United Kingdom            ",180,03-Apr-13,5,40,,<p>Jo did a thorough job and I was very happy with her work.</p>,97%,,Jo did a thorough job and I was very happy with her work.,neutral,0.856470002,0.805599886,"['Jo', 'did', 'thorough', 'job', 'was', 'very', 'happy', 'work']",Quality
5,,"Be your SEO consultant. Back links, SEO, website review etc",Michael F.,$123,53,"London, United Kingdom            ",180,20-Mar-13,5,40,,"<p>Great working with Joanne, a thorough report.</p>",97%,,"Great working with Joanne, a thorough report.",pos,0.886161583,0.250800882,"['Great', 'working', 'Joanne', 'thorough', 'report']",Quality
5,,"Be your SEO consultant. Back links, SEO, website review etc",Bruce R.,$123,53,"Chessington, United Kingdom            ",180,20-Mar-13,5,40,,"<p>Great job Joannne. Look forward to building up a working relationship with you in the future. All the best, Bruce www.rutlandproductions.co.uk</p>",97%,,"Great job Joannne. Look forward to building up a working relationship with you in the future. All the best, Bruce www.rutlandproductions.co.uk",pos,0.714318265,0.444448261,"['Great', 'job', 'Joannne', 'Look', 'forward', 'building', 'working', 'relationship', 'future', 'best', 'Bruce', 'www.rutlandproductions.co.uk']",Quality
5,,"Be your SEO consultant. Back links, SEO, website review etc",Andrew J.,$123,53,"Chippenham, United Kingdom            ",180,19-Mar-13,5,40,,<p>We received a very thorough report from Joanne and now have a clear objective of hour to improve the SEO on our website.</p>,97%,,We received a very thorough report from Joanne and now have a clear objective of hour to improve the SEO on our website.,neutral,0.897114059,0.79660456,"['received', 'very', 'thorough', 'report', 'Joanne', 'now', 'have', 'clear', 'objective', 'hour', 'improve', 'SEO', 'website']",Quality
5,,"Be your SEO consultant. Back links, SEO, website review etc",James L.,$123,53,"Winchester, United Kingdom            ",180,11-Mar-13,5,40,,"<p>Great, thanks Joanne. Recommended!</p>",97%,,"Great, thanks Joanne. Recommended!",neutral,0.512234585,0.544792752,"['Great', 'thanks', 'Joanne', 'Recommended']",Quality
5,,"Be your SEO consultant. Back links, SEO, website review etc",David F.,$123,53,"Cardiff, United Kingdom            ",180,02-Mar-13,5,40,,"<p>Excellent advice, tailored to my situation. Would love to work with Jo again.</p>",97%,,"Excellent advice, tailored to my situation. Would love to work with Jo again.",pos,0.84578742,0.245327952,"['Excellent', 'advice', 'tailored', 'situation', 'Would', 'love', 'work', 'Jo', 'again']",Quality
3,,Analyse  backlink quality and SEO methods,Russell P.,$46,67,"London, United Kingdom            ",49,22-Jun-13,5,64,,<p>Quick turnaround. Informative work.</p>,98%,,Quick turnaround. Informative work.,pos,0.612276716,0.170751565,"['Quick', 'turnaround', 'Informative', 'work']",Time
3,,Analyse  backlink quality and SEO methods,Ludwig M.,$46,67,"Hamburg, Germany            ",49,22-Jun-13,5,64,,"<p>Great help, thanky to Norman!</p>",98%,,"Great help, thanky to Norman!",pos,0.548981721,0.39654564,"['Great', 'help', 'thanky', 'Norman']",Quality
3,,Analyse  backlink quality and SEO methods,Paul M.,$46,67,"Surrey, United Kingdom            ",49,22-Jun-13,5,64,,"<p>Perfect again, Thank you.</p>",98%,,"Perfect again, Thank you.",neutral,0.748840665,0.503406946,"['Perfect', 'again', 'Thank']",Quality
3,,Analyse  backlink quality and SEO methods,Michael G.,$46,67,"New Malden, United Kingdom            ",49,22-Jun-13,5,64,,<p>Very quick and efficient.  Have already ordered the next job!</p>,98%,,Very quick and efficient.  Have already ordered the next job!,pos,0.804784115,0.059141668,"['Very', 'quick', 'efficient', 'Have', 'already', 'ordered', 'next', 'job']",Time
3,,Analyse  backlink quality and SEO methods,Peter C.,$46,67,"Bristol, United Kingdom            ",49,15-Jun-13,5,64,,<p>Norman is very knowledgeable . I would highly recommend this service especially in light of recent google updates.</p>,98%,,Norman is very knowledgeable . I would highly recommend this service especially in light of recent google updates.,neutral,0.533040584,0.776991108,"['Norman', 'is', 'very', 'knowledgeable', 'would', 'highly', 'recommend', 'service', 'especially', 'light', 'recent', 'google', 'updates']",Quality
3,,Analyse  backlink quality and SEO methods,Paul M.,$46,67,"Surrey, United Kingdom            ",49,21-May-13,5,64,,"<p>Great, TY</p>",98%,,"Great, TY",pos,0.622831,0.150725405,"['Great', 'TY']",Quality
3,,Analyse  backlink quality and SEO methods,Tim S.,$46,67,"York, United Kingdom            ",49,12-Mar-13,5,64,,<p>Thanks for a quick and speedy report.</p>,98%,,Thanks for a quick and speedy report.,pos,0.717500177,0.271190505,"['Thanks', 'quick', 'speedy', 'report']",Time
3,,Analyse  backlink quality and SEO methods,Adam S.,$46,67,"Pontefract, United Kingdom            ",49,14-Feb-13,5,64,,<p>Norman was excellent. Great to deal with and very fast with his response. Will defo use again. </p>,98%,,Norman was excellent. Great to deal with and very fast with his response. Will defo use again. ,pos,0.563548733,0.355214507,"['Norman', 'was', 'excellent', 'Great', 'deal', 'very', 'fast', 'response', 'Will', 'defo', 'use', 'again']",Time
3,,Analyse  backlink quality and SEO methods,Peter C.,$46,67,"Bristol, United Kingdom            ",49,13-Feb-13,5,64,,<p>Very comprehensive and found some bad links I had previously missed. Would def. recommend.</p>,98%,,Very comprehensive and found some bad links I had previously missed. Would def. recommend.,neutral,0.868909589,0.531101818,"['Very', 'comprehensive', 'found', 'bad', 'links', 'had', 'previously', 'missed', 'Would', 'def', 'recommend']",Quality
3,,Analyse  backlink quality and SEO methods,Richard C.,$46,67,"Hull, United Kingdom            ",49,30-Jan-13,5,64,,<p>Comprehensive report - thanks</p>,98%,,Comprehensive report - thanks,neg,0.234407782,0.179921594,"['Comprehensive', 'report', 'thanks']",Quality
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Leemackenzie M.,$77,108,"Welling, United Kingdom            ",62,17-Nov-13,5,56,,<p>Great job thanks </p>,93%,,Great job thanks ,pos,0.660656526,0.397503154,"['Great', 'job', 'thanks']",Quality
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Mark C.,$77,108,"London, United Kingdom            ",62,16-Nov-13,5,56,,"<p>Franklin did great, he had some internet problems with his ISP which weren't his fault. but got back to me quickly and even offered advice above the job that I paid for. Reliable People per hour guy!</p>",93%,,"Franklin did great, he had some internet problems with his ISP which weren't his fault. but got back to me quickly and even offered advice above the job that I paid for. Reliable People per hour guy!",pos,0.815242783,0.362656866,"['Franklin', 'did', 'great', 'had', 'internet', 'problems', 'ISP', 'were', ""n't"", 'fault', 'got', 'quickly', 'even', 'offered', 'advice', 'job', 'paid', 'Reliable', 'People', 'guy']",Time
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Mark C.,$77,108,"London, United Kingdom            ",62,03-Nov-13,5,56,,"<p>I saw improvement within days rather than weeks after Franklins work. Could do with better communication though. I would still definitely recommend the service, good value for money.</p>",93%,,"I saw improvement within days rather than weeks after Franklins work. Could do with better communication though. I would still definitely recommend the service, good value for money.",neutral,0.240056749,0.776741942,"['saw', 'improvement', 'days', 'rather', 'weeks', 'Franklins', 'work', 'Could', 'do', 'better', 'communication', 'would', 'still', 'definitely', 'recommend', 'service', 'good', 'value', 'money']",Money
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,David J.,$77,108,"Aldershot, United Kingdom            ",62,21-Oct-13,4,56,,<p>Would use again.</p>,93%,,Would use again.,pos,0.53808771,0.107218992,"['Would', 'use', 'again']",Quality
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Hung N.,$77,108,"Hanoi, Viet Nam            ",62,07-Oct-13,5,56,,<p>Fantastic hourly! It helped get my Google ranking with weeks!!</p>,93%,,Fantastic hourly! It helped get my Google ranking with weeks!!,neutral,0.453161593,0.50637997,"['Fantastic', 'hourly', 'helped', 'get', 'Google', 'ranking', 'weeks']",Quality
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Oguz O.,$77,108,"Lindenhurst, United States            ",62,01-Oct-13,5,56,,<p>Awesome</p>,93%,,Awesome,pos,0.633455953,0.320610081,['Awesome'],Quality
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Paul S.,$77,108,"London, United Kingdom            ",62,29-Sep-13,1,56,,"<p>Send me a file with a few links on there which were apparently bad. Within these links were website we own, designed and run (so that's wrong)<br>
<br>
Totally missed important links with duplicate anchor text.<br>
<br>
Total waste of money and time.<br>
<br>
No response to Emails asking about the provided list.</p>",93%,,"Send me a file with a few links on there which were apparently bad. Within these links were website we own, designed and run (so that's wrong)  Totally missed important links with duplicate anchor text.  Total waste of money and time.  No response to Emails asking about the provided list.",pos,0.757939139,0.261755728,"['Send', 'file', 'few', 'links', 'were', 'apparently', 'bad', 'Within', 'links', 'were', 'website', 'own', 'designed', 'run', 'so', 'wrong', ')', 'Totally', 'missed', 'important', 'links', 'duplicate', 'anchor', 'text', 'Total', 'waste', 'money', 'time', 'response', 'Emails', 'asking', 'provided', 'list']",Quality
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Mr R.,$77,108,"Uxbridge, United Kingdom            ",62,18-Sep-13,4,56,,"<p>good service, thanks :)</p>",93%,,"good service, thanks :)",neg,0.26604864,0.140728475,"['good', 'service', 'thanks']",Quality
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,John D.,$77,108,"Cambridge, United Kingdom            ",62,17-Sep-13,4,56,,"<p>Franklin produced a good list of low quality links that could be causing issues with our rank, for that I am grateful. However before uploading the links to the Google disavow tool, I decided to check each one and found that our blog (which is a subdomain of our main site and linked from our main site) was included. My advice to other buyers would be to check and double check the list produced before submitting to Googleƒ??s disavow tool.</p>",93%,,"Franklin produced a good list of low quality links that could be causing issues with our rank, for that I am grateful. However before uploading the links to the Google disavow tool, I decided to check each one and found that our blog (which is a subdomain of our main site and linked from our main site) was included. My advice to other buyers would be to check and double check the list produced before submitting to Googleƒ??s disavow tool.",pos,0.761410146,0.308043474,Q,Quality
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Jonathan A.,$77,108,"Stamford, United Kingdom            ",62,17-Sep-13,5,56,,<p>Great work.</p>,93%,,Great work.,neg,0.472530364,0.250896317,"['Great', 'work']",Quality
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Paulius A.,$46,404,"London, United Kingdom            ",350,23-Feb-15,5,233,,<p>Martin is an excellent professional. Very helpful and completed work on time as promised. The work exceeded my expectations. A++</p>,98%,,Martin is an excellent professional. Very helpful and completed work on time as promised. The work exceeded my expectations. A++,pos,0.718634454,0.244225744,"['Martin', 'is', 'excellent', 'professional', 'Very', 'helpful', 'completed', 'work', 'time', 'promised', 'work', 'exceeded', 'expectations', 'A++']",Time
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Maria A.,$46,404,"London, United Kingdom            ",350,21-Feb-15,5,233,,<p>Highly recommend.</p>,98%,,Highly recommend.,pos,0.795425448,0.194126771,"['Highly', 'recommend']",Quality
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Jide I.,$46,404,"Woodland Hills, United States            ",350,17-Feb-15,5,233,,"<p>Martin delivered a concise report as promised and expected<br>
<br>
Kudos</p>",98%,,Martin delivered a concise report as promised and expected  Kudos,pos,0.620498536,0.441934204,"['Martin', 'delivered', 'concise', 'report', 'promised', 'expected', 'Kudos']",Quality
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Mark,$46,404,"Maidenhead, United Kingdom            ",350,17-Feb-15,5,233,,"<p>Excelent - extremely thorough and all the recommendations were extremely helpful. <br>
<br>
thanks<br>
<br>
Mark</p>",98%,,Excelent - extremely thorough and all the recommendations were extremely helpful.   thanks  Mark,pos,0.561655698,0.249881128,"['Excelent', 'extremely', 'recommendations', 'were', 'extremely', 'helpful', 'thanks', 'Mark']",Quality
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Charlotte T.,$46,404,"Egham, United Kingdom            ",350,06-Feb-15,5,233,,<p>Very fast response. Report was interesting. Many thanks.</p>,98%,,Very fast response. Report was interesting. Many thanks.,pos,0.641652195,0.337197032,"['Very', 'fast', 'response', 'Report', 'was', 'interesting', 'Many', 'thanks']",Time
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Philip M.,$46,404,"Dorking, United Kingdom            ",350,03-Feb-15,5,233,,"<p>Really great job, well explained for me as a beginner. </p>",98%,,"Really great job, well explained for me as a beginner. ",pos,0.686967293,0.198052232,"['Really', 'great', 'job', 'well', 'explained', 'beginner']",Quality
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Martin G.,$46,404,"Wrexham, United Kingdom            ",350,03-Feb-15,5,233,,"<p>Quick and detailed report, great service!</p>",98%,,"Quick and detailed report, great service!",pos,0.775260662,0.018217692,"['Quick', 'detailed', 'report', 'great', 'service']",Time
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Bolaji F.,$46,404,"Dagenham, United Kingdom            ",350,02-Feb-15,5,233,,<p>A quick and professional service. Many thanks</p>,98%,,A quick and professional service. Many thanks,pos,0.811380351,0.284127266,"['quick', 'professional', 'service', 'Many', 'thanks']",Quality
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Carl W.,$46,404,"Bournemouth, United Kingdom            ",350,29-Jan-15,5,233,,<p>good as always </p>,98%,,good as always ,pos,0.675718361,0.365070083,"['good', 'always']",Quality
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Carl W.,$46,404,"Bournemouth, United Kingdom            ",350,27-Jan-15,5,233,,<p>good as always </p>,98%,,good as always ,pos,0.785717666,0.187254736,"['good', 'always']",Quality
3,,Do inbound marketing plan for your website,Cody H.,$112,1,"Phoenix, United States            ",,12-Feb-14,5,1,,<p>Great work</p>,100%,,Great work,pos,0.785717666,0.187254736,"['Great', 'work']",Quality
3,,Most Detailed Keyword Research for SEO or PPC,Mitch M.,$31,138,"Northampton, United Kingdom            ",116,02-Jun-14,5,86,,<p>Very pleased</p>,98%,,Very pleased,pos,0.718634454,0.244225744,"['Very', 'pleased']",Quality
3,,Most Detailed Keyword Research for SEO or PPC,Mitch M.,$31,138,"Northampton, United Kingdom            ",116,02-Jun-14,5,86,,<p>Quality work &amp  great guy</p>,98%,,Quality work &  great guy,pos,0.693719023,0.193387811,"['Quality', 'work', 'great', 'guy']",Quality
3,,Most Detailed Keyword Research for SEO or PPC,Ryan J.,$31,138,"Edinburgh, United Kingdom            ",116,24-May-14,5,86,,<p>Steven is a SEO expert. Excellent work. </p>,98%,,Steven is a SEO expert. Excellent work. ,neg,0.452540968,0.42624308,"['Steven', 'is', 'SEO', 'expert', 'Excellent', 'work']",Quality
3,,Most Detailed Keyword Research for SEO or PPC,Ryan J.,$31,138,"Edinburgh, United Kingdom            ",116,23-May-14,5,86,,<p>Excellent. Great communication and expert advise. Highly recommended. </p>,98%,,Excellent. Great communication and expert advise. Highly recommended. ,pos,0.794920724,0.165889779,"['Excellent', 'Great', 'communication', 'expert', 'advise', 'Highly', 'recommended']",Quality
3,,Most Detailed Keyword Research for SEO or PPC,Jayne H.,$31,138,"Enniskillen, United Kingdom            ",116,16-May-14,5,86,,<p>Excellent </p>,98%,,Excellent ,pos,0.911630344,0.265107192,['Excellent'],Quality
3,,Most Detailed Keyword Research for SEO or PPC,Yves B.,$31,138,"Hasselt, Belgium            ",116,15-May-14,5,86,,<p>Excellent response and timely delivery.</p>,98%,,Excellent response and timely delivery.,pos,0.780934654,0.067687657,"['Excellent', 'response', 'timely', 'delivery']",Time
3,,Most Detailed Keyword Research for SEO or PPC,Omeed F.,$31,138,"Falkirk, United Kingdom            ",116,13-May-14,5,86,,"<p>Steven was great, professional, accommodating, friendly and efficient. Will definitely use his services again. </p>",98%,,"Steven was great, professional, accommodating, friendly and efficient. Will definitely use his services again. ",pos,0.875631939,0.043798441,"['Steven', 'was', 'great', 'professional', 'accommodating', 'friendly', 'efficient', 'Will', 'definitely', 'use', 'services', 'again']",Quality
3,,Most Detailed Keyword Research for SEO or PPC,Alex P.,$31,138,"City of London, United Kingdom            ",116,06-May-14,5,86,,<p>Fantastic work. Highly recommend. </p>,98%,,Fantastic work. Highly recommend. ,neutral,0.774565596,0.706099165,"['Fantastic', 'work', 'Highly', 'recommend']",Quality
3,,Most Detailed Keyword Research for SEO or PPC,Polly D.,$31,138,"London, United Kingdom            ",116,02-May-14,5,86,,"<p>Great piece of work, thanks Steven</p>",98%,,"Great piece of work, thanks Steven",pos,0.766468678,0.122294024,"['Great', 'piece', 'work', 'thanks', 'Steven']",Quality
3,,Most Detailed Keyword Research for SEO or PPC,Nikhil M.,$31,138,"Coatzacoalcos, Mexico            ",116,30-Apr-14,5,86,,"<p>Once again, a great job with detailed results. Steven also took the time to explain certain elements that I did not understand. I will be sure to hire him again in the future for my SEO/Adwords jobs.</p>",98%,,"Once again, a great job with detailed results. Steven also took the time to explain certain elements that I did not understand. I will be sure to hire him again in the future for my SEO/Adwords jobs.",pos,0.832563768,0.189572018,"['Once', 'again', 'great', 'job', 'detailed', 'results', 'Steven', 'also', 'took', 'time', 'explain', 'certain', 'elements', 'did', 'not', 'understand', 'will', 'be', 'sure', 'hire', 'again', 'future', 'SEO/Adwords', 'jobs']",Quality
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Richard B.,$31,685,"Esher, United Kingdom            ",448,06-May-15,5,432,,<p>Excellent work - thanks very much</p>,96%,,Excellent work - thanks very much,neutral,0.745744511,0.627286271,"['Excellent', 'work', 'thanks', 'very', 'much']",Quality
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Adam E.,$31,685,"City of London, United Kingdom            ",448,29-Apr-15,5,432,,<p>Very prompt and professional work. Thanks The Web Guy.</p>,96%,,Very prompt and professional work. Thanks The Web Guy.,pos,0.821114232,0.20178949,"['Very', 'prompt', 'professional', 'work', 'Thanks', 'Web', 'Guy']",Quality
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Jason H.,$31,685,"Dolgellau, United Kingdom            ",448,28-Apr-15,5,432,,"<p>Excellent Report, loads of detail. Quick too.</p>",96%,,"Excellent Report, loads of detail. Quick too.",neutral,0.693793745,0.536774369,"['Excellent', 'Report', 'loads', 'detail', 'Quick', 'too']",Time
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Jonathan L.,$31,685,"Colwyn Bay, United Kingdom            ",448,24-Apr-15,5,432,,"<p>Great fast service. Very detailed and actionable report! Will definitely use ""The Web Guy"" again. Highly recommended. </p>",96%,,"Great fast service. Very detailed and actionable report! Will definitely use ""The Web Guy"" again. Highly recommended. ",pos,0.626259825,0.090487577,"['Great', 'fast', 'service', 'Very', 'detailed', 'actionable', 'report', 'Will', 'definitely', 'use', 'Web', 'Guy', 'again', 'Highly', 'recommended']",Time
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Richard B.,$31,685,"Esher, United Kingdom            ",448,23-Apr-15,5,432,,<p>Very helpful - thanks....</p>,96%,,Very helpful - thanks....,pos,0.880784989,0.207352856,"['Very', 'helpful', 'thanks']",Quality
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Alexander R.,$31,685,"London, United Kingdom            ",448,22-Apr-15,5,432,,"<p>Brilliant service, highly recommended!</p>",96%,,"Brilliant service, highly recommended!",pos,0.688283476,0.338390174,"['Brilliant', 'service', 'highly', 'recommended']",Quality
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Susan P.,$31,685,"Eastbourne, United Kingdom            ",448,22-Apr-15,5,432,,"<p>Very quick &amp; professional service. Would use again.<br>
Thanks Sue</p>",96%,,Very quick & professional service. Would use again. Thanks Sue,pos,0.885461919,0.150127505,"['Very', 'quick', 'professional', 'service', 'Would', 'use', 'again', 'Thanks', 'Sue']",Time
