delivery_time,feedback,hourlie,name_reviewer,price,sales_num,location,favorites,time,star_review,reviews_num,FLNCR_RSPN_CMMT,review,rating_perc,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Sg L.,$46,404,"London, United Kingdom            ",350,28 Apr 2015,5,233,,<p>Very detail report and very happy with the word thank you Martin</p>,98%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Devi G.,$46,404,"London, United Kingdom            ",350,21 Apr 2015,5,233,,"<p>Great work, a really detailed report. Enough for any web developer to go an make necessary changes to improve SEO.<br>
Highly recommended.</p>",98%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Yaros Y.,$46,404,"London, United Kingdom            ",350,14 Apr 2015,5,233,,<p>Good service. Recommended</p>,98%,
2,,Distribute / promote infographic image for SEO,Richard T.,$15,320,"City of London, United Kingdom            ",120,15 Apr 2014,5,46,,<p>Absolutely 1st class freelancer. Probably the best I've worked with so far.</p>,96%,
2,,Distribute / promote infographic image for SEO,Dino G.,$15,320,"San Diego, United States            ",120,11 Apr 2014,5,46,,<p>Excellent job and great value service. Our infographic is everywhere!</p>,96%,
2,,Distribute / promote infographic image for SEO,ClearPeach M.,$15,320,"San Diego, United States            ",120,06 Mar 2014,5,46,,"<p>Thanks a lot supratim. Great job, again :)</p>",96%,
2,,Distribute / promote infographic image for SEO,Sam T.,$15,320,"London, United Kingdom            ",120,01 Feb 2014,5,46,,<p>thanks</p>,96%,
2,,Distribute / promote infographic image for SEO,Sam T.,$15,320,"London, United Kingdom            ",120,27 Jan 2014,5,46,,<p>Good</p>,96%,
2,,Distribute / promote infographic image for SEO,Adam N.,$15,320,"Edmonton, Canada            ",120,25 Jan 2014,5,46,,<p>Great to work with. Look forward to more projects.</p>,96%,
2,,Distribute / promote infographic image for SEO,ClearPeach M.,$15,320,"San Diego, United States            ",120,19 Jan 2014,5,46,,"<p>Great, as always!</p>",96%,
2,,Distribute / promote infographic image for SEO,ClearPeach M.,$15,320,"San Diego, United States            ",120,13 Jan 2014,5,46,,"<p>Perfect, Exactly what I expected and needed. Thank you.</p>",96%,
2,,Distribute / promote infographic image for SEO,Justin M.,$15,320,"City of London, United Kingdom            ",120,01 Jan 2014,4,46,,"<p>Good Job, fast and efficient.</p>",96%,
2,,Distribute / promote infographic image for SEO,Martin P.,$15,320,"Baltimore, United States            ",120,23 Dec 2013,4,46,,"<p>I don't know how he finds all these strange sites. The list doesn't even include Pinterest! I hope this will improve my SEO, but there is no immediate impact.</p>",96%,
3,,Most Detailed Keyword Research for SEO or PPC,Prashant L.,$31,138,"Wandsworth, United Kingdom            ",116,04 Apr 2015,5,86,,"<p>It's so hard to work out the best SEO keywords, but Steven made my life a lot easier! He provided all the data needed then helped work out the best ones to focus on, sorted by category! Highly recommended!<br>
Cheers Steven!</p>",98%,
3,,Most Detailed Keyword Research for SEO or PPC,Cody B.,$31,138,"Encinitas, United States            ",116,18 Feb 2015,5,86,,<p>Thanks amigo</p>,98%,
3,,Most Detailed Keyword Research for SEO or PPC,Dan A.,$31,138,"Manchester, United Kingdom            ",116,22 Jan 2015,5,86,,<p>Great work - thanks Steven</p>,98%,
3,,Most Detailed Keyword Research for SEO or PPC,Riz A.,$31,138,"Peterborough, United Kingdom            ",116,21 Jan 2015,5,86,,<p>very good</p>,98%,
3,,Most Detailed Keyword Research for SEO or PPC,Robert C.,$31,138,"London, United Kingdom            ",116,10 Dec 2014,5,86,,"<p>great service, thank you.</p>",98%,
3,,Most Detailed Keyword Research for SEO or PPC,Ian P.,$31,138,"Taunton, United Kingdom            ",116,09 Dec 2014,5,86,,<p>Very good work........thank you very much.</p>,98%,
3,,Most Detailed Keyword Research for SEO or PPC,Ian P.,$31,138,"Taunton, United Kingdom            ",116,08 Dec 2014,5,86,,<p>Very good work........thank you very much.</p>,98%,
3,,Most Detailed Keyword Research for SEO or PPC,Janis C.,$31,138,"London, United Kingdom            ",116,24 Nov 2014,4,86,,"<p>Very comprehensive, super speedy quick, and the data were presented in a way that made it easy for me to filter and sort based on my specific objectives. I would have preferred to have it accompanied by a one-pager with his key recommendations, but otherwise great. </p>",98%,
3,,Most Detailed Keyword Research for SEO or PPC,Sharon H.,$31,138,"Berkeley, United States            ",116,21 Oct 2014,5,86,,<p>Great! Responsive and nice to work with.</p>,98%,
3,,Most Detailed Keyword Research for SEO or PPC,Darika A.,$31,138,"London, United Kingdom            ",116,08 Oct 2014,5,86,,"<p>Two for two, cheers Steven!</p>",98%,
5,,Give you an A to Z SEO audit report of your website,Mervin O.,$17,25,"Singapore, Singapore            ",17,18 Jun 2015,5,9,,<p>Lots of Bonus work done for me. Great. Ton of details. If only I know how to use them to the max.</p>,96%,
5,,Give you an A to Z SEO audit report of your website,Mervin O.,$17,25,"Singapore, Singapore            ",17,18 Jun 2015,5,9,,<p>Does what she says....Fast!</p>,96%,
5,,Give you an A to Z SEO audit report of your website,Leon B.,$17,25,"Garyville, United States            ",17,23 Jul 2014,5,9,,<p>Another great job by Alaric R.!</p>,96%,
5,,Give you an A to Z SEO audit report of your website,Leon B.,$17,25,"Garyville, United States            ",17,24 Jun 2014,5,9,,<p>Alaric is EXCELLENT!!!!!</p>,96%,
5,,Give you an A to Z SEO audit report of your website,Leon B.,$17,25,"Garyville, United States            ",17,09 Jun 2014,5,9,,<p>Good job as always!</p>,96%,
5,,Give you an A to Z SEO audit report of your website,Ian W.,$17,25,"London, United Kingdom            ",17,07 Feb 2014,3,9,,"<p>Didn't get what the hourlie title suggested, I think you should be clearer about the what the hourlie is. Just running some software through the site and getting an automated report for any viruses and seo audit is not critiquing the site in the way you describe it. Job done quickly though but for only $10 should have known what to expect.</p>",96%,
5,,Give you an A to Z SEO audit report of your website,Akeem O.,$17,25,"London, United Kingdom            ",17,02 Feb 2014,5,9,,<p>Very quick. Great Service A+</p>,96%,
5,,Give you an A to Z SEO audit report of your website,Tayelolu A.,$17,25,"Portsmouth, United Kingdom            ",17,27 Dec 2013,5,9,,<p>she did a great job and was swift at it.. thanks for your assistance</p>,96%,
5,,Give you an A to Z SEO audit report of your website,Sean C.,$17,25,"Jersey, Jersey            ",17,24 Nov 2013,5,9,,<p>Excellent feedback and extremely helpful. Alaric gets the job done.</p>,96%,
5,,Offer small business SEO package (Starter Kit),Alexander W.,$123,12,"Wakefield, United Kingdom            ",15,21 Jul 2015,5,4,,<p>excellent knowledge in this space and the work requested was  delivered quickly with good communication. Recommended. </p>,100%,
5,,Offer small business SEO package (Starter Kit),O Myung K.,$123,12,"Melbourne, Australia            ",15,04 Jun 2015,5,4,,<p>Fantastic job and we will definitely back to them for asking another help!.</p>,100%,
5,,Offer small business SEO package (Starter Kit),Martin A.,$123,12,"London, United Kingdom            ",15,05 Dec 2013,5,4,,<p>fab the best</p>,100%,
5,,Offer small business SEO package (Starter Kit),Tiger F.,$123,12,"City of London, United Kingdom            ",15,03 Dec 2013,5,4,,<p>Perfect service</p>,100%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Zara I.,$24,171,"Cambridgeshire, United Kingdom            ",229,29 Sep 2014,5,103,,<p>Excellent and quick work. Will buy again :)</p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Shane T.,$24,171,"Melbourne, Australia            ",229,20 Sep 2014,5,103,,"<p>He provided what I paid for in the specified time frame, and has promised to help me out some more by providing other tools. Now to implement the specified changes to reach a top ten for my site www.pngbd.com</p>",97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Mike T.,$24,171,"London, United Kingdom            ",229,20 Aug 2014,5,103,,<p>Fantastic information and extremely essential for anyone requiring an effective online presence. A 5 STAR ***** HOURLY that I could not recommend high enough.</p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Vivish G.,$24,171,"Cambridgeshire, United Kingdom            ",229,09 Aug 2014,5,103,,<p>Excellent work!</p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Martin S.,$24,171,"Capellen, Luxembourg            ",229,04 Aug 2014,5,103,,<p>Excellent report. that will help very much !</p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Con L.,$24,171,"Pickering, United Kingdom            ",229,31 Jul 2014,5,103,,<p>Excellent - fastest turnaound time ever!</p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Ian H.,$24,171,"London, United Kingdom            ",229,28 Jul 2014,5,103,,"<p>Nikhil delivered an insanely thorough report! Great value for money, and delivered quickly.</p>",97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Miguel M.,$24,171,"Saint Petersburg, Russian Federation            ",229,25 Jul 2014,5,103,,"<p>Great report from Nikhil, I'm looking forward to work with him again.</p>",97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Richard L.,$24,171,"Tamworth, United Kingdom            ",229,25 Jul 2014,3,103,,"<p>Standard report that you can get from any free seo report website, I was expecting something a more constructive. The report said that one of my competitors was myself which was odd and that I have to do a lot of work to get myself listed within the top 5 even though I already am which is shows on the report ""myself being a competitor""... Good effort...</p>",97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,John M.,$24,171,"Shrewsbury, United Kingdom            ",229,24 Jul 2014,5,103,,"<p>Nikhil is remarkable, really pleased with his work.</p>",97%,
5,,Supercharge your SEO Ranking with Top SEO strategies to help rank Google 1st Page,Manuel H.,$125,230,"Valencia, Spain            ",123,14 Aug 2015,5,114,,<p>good work indeed! surely will come back for more!</p>,98%,
5,,Supercharge your SEO Ranking with Top SEO strategies to help rank Google 1st Page,Kieran M.,$125,230,"City of London, United Kingdom            ",123,13 Aug 2015,5,114,,<p>Great work - thanks!</p>,98%,
5,,Supercharge your SEO Ranking with Top SEO strategies to help rank Google 1st Page,Ascension M.,$125,230,"Portsmouth, United Kingdom            ",123,11 Aug 2015,5,114,,<p>Provided as hourlie states. Hoping for some good results which I will be tracking with SEMRush. Thanks</p>,98%,
5,,Supercharge your SEO Ranking with Top SEO strategies to help rank Google 1st Page,Rodrigo Z.,$125,230,"London, United Kingdom            ",123,10 Aug 2015,5,114,,<p>Delivered exactly as promised.</p>,98%,
5,,Supercharge your SEO Ranking with Top SEO strategies to help rank Google 1st Page,George S.,$125,230,"Hemel Hempstead, United Kingdom            ",123,10 Aug 2015,5,114,,<p>Very informative and helpful. Delivered as promised within time.</p>,98%,
5,,Supercharge your SEO Ranking with Top SEO strategies to help rank Google 1st Page,Manuel H.,$125,230,"Valencia, Spain            ",123,06 Aug 2015,5,114,,<p>wow! indeed good links from high PR sites and surrounding text!</p>,98%,
5,,Supercharge your SEO Ranking with Top SEO strategies to help rank Google 1st Page,Marco B.,$125,230,"Seoul, Korea, Republic of            ",123,04 Aug 2015,5,114,,<p>Good job</p>,98%,
5,,Supercharge your SEO Ranking with Top SEO strategies to help rank Google 1st Page,Gordon G.,$125,230,"London, United Kingdom            ",123,28 Jul 2015,5,114,,<p>Great work.</p>,98%,
5,,Supercharge your SEO Ranking with Top SEO strategies to help rank Google 1st Page,John M.,$125,230,"Liverpool, United Kingdom            ",123,28 Jul 2015,5,114,,<p>excellent as always</p>,98%,
5,,Supercharge your SEO Ranking with Top SEO strategies to help rank Google 1st Page,Quincy B.,$125,230,"Boardman, United States            ",123,24 Jul 2015,5,114,,<p>How long would the result started coming in?</p>,98%,
3,,Analyse  backlink quality and SEO methods,Ryan H.,$46,67,"London, United Kingdom            ",49,04 Jul 2013,5,64,,"<p>good job, deliver on time</p>",98%,
3,,Analyse  backlink quality and SEO methods,Craig W.,$46,67,"Hinckley, United Kingdom            ",49,26 Jun 2013,4,64,,<p>Fast and did exactly what I asked.</p>,98%,
3,,Analyse  backlink quality and SEO methods,Will F.,$46,67,"Harpenden, United Kingdom            ",49,26 Jun 2013,5,64,,<p>once again great service thanks Norman</p>,98%,
3,,Analyse  backlink quality and SEO methods,Andrew R.,$46,67,"Harrogate, United Kingdom            ",49,25 Jun 2013,5,64,,<p>Very thorough report with clear outcomes  will be using again.</p>,98%,
3,,Analyse  backlink quality and SEO methods,Trevor O.,$46,67,"Manchester, United Kingdom            ",49,24 Jun 2013,4,64,,"<p>Prompt &amp; detailed, thanks!!</p>",98%,
3,,Analyse  backlink quality and SEO methods,Bob P.,$46,67,"Winkleigh, United Kingdom            ",49,24 Jun 2013,5,64,,<p>Very good work many thanks/Bob</p>,98%,
3,,Analyse  backlink quality and SEO methods,Will F.,$46,67,"Harpenden, United Kingdom            ",49,24 Jun 2013,5,64,,"<p>Brilliant, Helpful and Very informative. Would recommend to anyone. </p>",98%,
3,,Analyse  backlink quality and SEO methods,Judy B.,$46,67,"Slough, United Kingdom            ",49,24 Jun 2013,5,64,,<p>Norman did the job and as far as I know he did it well although sadly I don't understand what the results mean. I'm hiring him to help me further and I'm confident he knows what I need. </p>,98%,
3,,Analyse  backlink quality and SEO methods,Ryan H.,$46,67,"London, United Kingdom            ",49,24 Jun 2013,5,64,,<p>delivered the info I requested in the time expected</p>,98%,
3,,Analyse  backlink quality and SEO methods,Simon T.,$46,67,"Witham, United Kingdom            ",49,23 Jun 2013,3,64,,<p>Not received the list of url's yet?!</p>,98%,
5,,Help you remove / disavow Max 10K Low quality backlinks from your website,Charlie C.,$49,4,"Lanark, United Kingdom            ",3,27 Apr 2015,5,1,,<p>Excellent work completed in just a few days. Highly recommended.</p>,100%,
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Dave C.,$77,108,"Aberdeen, United Kingdom            ",62,19 Jan 2014,5,56,,<p>gr8 thanz</p>,93%,
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Keith D.,$77,108,"Derby, United Kingdom            ",62,10 Jan 2014,5,56,,<p>Efficient work thanks</p>,93%,
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Maz H.,$77,108,"Northolt, United Kingdom            ",62,12 Dec 2013,5,56,,<p>Good </p>,93%,
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,David J.,$77,108,"Aldershot, United Kingdom            ",62,10 Dec 2013,4,56,,"<p>Great, thank you.</p>",93%,
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Ivan C.,$77,108,"Kuala Lumpur, Malaysia            ",62,09 Dec 2013,5,56,,<p>Well done and job delivered on time as promised. I will buy more service from him.</p>,93%,
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Alex W.,$77,108,"Stoke-on-Trent, United Kingdom            ",62,08 Dec 2013,5,56,,<p>Great stuff</p>,93%,
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Calum S.,$77,108,"Manchester, United Kingdom            ",62,08 Dec 2013,5,56,,<p>Great work</p>,93%,
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Craig G.,$77,108,"Wandsworth, United Kingdom            ",62,07 Dec 2013,5,56,,<p>10/10 as allways </p>,93%,
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Jon B.,$77,108,"Chatham, United Kingdom            ",62,03 Dec 2013,5,56,,<p>good stuff</p>,93%,
7,,Analyze & remove all SEO spammy backlinks from PENGUIN 3.0 hit,Chris M.,$77,108,"Hanoi, Viet Nam            ",62,27 Nov 2013,5,56,,<p>Great work! Thanks a million!</p>,93%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Will B.,$46,404,"City of London, United Kingdom            ",350,07 Apr 2015,5,233,,"<p>Martin did an excellent job. Thourough report, well detailed and quick turnaround. Great service and would recommend.</p>",98%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,John H.,$46,404,"Horsham, United Kingdom            ",350,31 Mar 2015,5,233,,<p>Martin continues to provide me with an amazing service!  Very knowledgable and really helpful.  Thanks again!  </p>,98%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Lee D.,$46,404,"Wandsworth, United Kingdom            ",350,23 Mar 2015,5,233,,<p>On time and excellent - thanks!</p>,98%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Ben S.,$46,404,"Milton Keynes, United Kingdom            ",350,19 Mar 2015,5,233,,<p>Excellent and Efficient as always. </p>,98%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Sandra R.,$46,404,"Sydney, Australia            ",350,09 Mar 2015,5,233,,<p>Very thorough and an essential report for any website to have.</p>,98%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Gavin J.,$46,404,"Nantwich, United Kingdom            ",350,05 Mar 2015,5,233,,"<p>great stuff - exactly what was promised, delivered on time. Thanks</p>",98%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Matt A.,$46,404,"Cranleigh, United Kingdom            ",350,03 Mar 2015,5,233,,"<p>Thanks for the informative report. Lots to get us thinking, we may yet be in touch for further support as things develop! </p>",98%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Samantha J.,$46,404,"London, United Kingdom            ",350,26 Feb 2015,5,233,,"<p>The turn around time was excellent (much less than a whole day) and the report was very detailed, including recommendations. I will be using again in the future.</p>",98%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Maria A.,$46,404,"London, United Kingdom            ",350,24 Feb 2015,5,233,,"<p>Another really useful report from Martin. <br>
<br>
Thanks</p>",98%,
1,,Detailed SEO Audit and Strategy Report with Keywords and Competitor Analysis,Carl W.,$46,404,"Bournemouth, United Kingdom            ",350,24 Feb 2015,4,233,,<p>Happy with Martin's work </p>,98%,
2,,Run a full keyword + competitor analysis,Andrew J.,$92,2,"Chippenham, United Kingdom            ",8,19 Apr 2013,5,2,,<p>work was completed to a good standard</p>,100%,
2,,Run a full keyword + competitor analysis,Andrew J.,$92,2,"Chippenham, United Kingdom            ",8,05 Apr 2013,5,2,,<p>Dan appears to have some great knowledge on SEO and is very easy to work with.  I will be actioning more work dan across all our clients</p>,100%,
2,,Distribute / promote infographic image for SEO,Andrew F.,$15,320,"Uxbridge, United Kingdom            ",120,14 Dec 2013,5,46,,<p>Professional swift service. Thank you Supratim</p>,96%,
2,,Distribute / promote infographic image for SEO,John N.,$15,320,"Perth, Australia            ",120,27 Nov 2013,5,46,,"<p>Good job, well done.</p>",96%,
2,,Distribute / promote infographic image for SEO,Salvatore S.,$15,320,"Rome, Italy            ",120,10 Nov 2013,5,46,,<p>Thank you! Nice work.</p>,96%,
2,,Distribute / promote infographic image for SEO,Elsane G.,$15,320,"Paris, France            ",120,28 Aug 2013,4,46,,"<p>I asked to use 3 different titles, only 1 was used...<br>
<br>
Otherwise job is done well and on time</p>",96%,
2,,Distribute / promote infographic image for SEO,JP P.,$15,320,"City of London, United Kingdom            ",120,14 Jul 2013,5,46,,"<p>I immediately purchased the submissions from Supratium soon after the infographic was made, i'm really hoping that I'll see leads generated from this.<br>
<br>
This seller is good and I've placed a further 6 infographics so I'm trusting him wholehearted? A little nervous but I think it's going to be fine.<br>
<br>
I'm looking for a long term person I can work with and have told this seller this on many accounts.<br>
<br>
He's been quick to respond and been there for any questions... I'd recommend him.</p>",96%,
2,,Distribute / promote infographic image for SEO,The F.,$15,320,"Cannock, United Kingdom            ",120,09 Jul 2013,5,46,,<p>Nice one :-)</p>,96%,
3,,Most Detailed Keyword Research for SEO or PPC,Darika A.,$31,138,"London, United Kingdom            ",116,08 Oct 2014,5,86,,<p>Really happy with the work and Steven was a pleasure to work with.</p>,98%,
3,,Most Detailed Keyword Research for SEO or PPC,Charlie E.,$31,138,"London, United Kingdom            ",116,07 Oct 2014,5,86,,"<p>This is the third time I've worked with Steven, Great work and great results! Thanks!<br>
</p>",98%,
3,,Most Detailed Keyword Research for SEO or PPC,Matthew L.,$31,138,"Luton, United Kingdom            ",116,07 Oct 2014,5,86,,<p>Very good work</p>,98%,
3,,Most Detailed Keyword Research for SEO or PPC,Alex J.,$31,138,"Corsham, United Kingdom            ",116,26 Sep 2014,5,86,,"<p>great work, thanks</p>",98%,
3,,Most Detailed Keyword Research for SEO or PPC,Barrie P.,$31,138,"Pontefract, United Kingdom            ",116,02 Sep 2014,5,86,,<p>Fantastic job! I got a lot more than I was expecting with great communication to top it off. Will use again. </p>,98%,
3,,Most Detailed Keyword Research for SEO or PPC,Roger D.,$31,138,"Cannes, France            ",116,12 Aug 2014,5,86,,<p>Very happy. First time I've worked with this supplier and was very impressed by the prompt service and the ingenuity with which he met my keyword needs. Will work with this supplier again.</p>,98%,
3,,Most Detailed Keyword Research for SEO or PPC,Richard W.,$31,138,"Nottingham, United Kingdom            ",116,02 Aug 2014,5,86,,<p>Excellent work and suggestions. I found Steven to be very helpful and accommodating. He made some good suggestions which I was pleased to ask him to do and this has made a huge difference to my seo rankings.</p>,98%,
3,,Most Detailed Keyword Research for SEO or PPC,Colin M.,$31,138,"East Dereham, United Kingdom            ",116,23 Jul 2014,5,86,,"<p>Very good comms, excellent job. </p>",98%,
3,,Most Detailed Keyword Research for SEO or PPC,Philip N.,$31,138,"Epsom, United Kingdom            ",116,20 Jun 2014,5,86,,"<p>Steven provided a fast and efficient service with a huge amount of information for the cost of his time. As a first time user, Steven guided me through the PPH process and was helpful, patient and encouraging as he did so. I will definitely use Steven again to further my SEO requirements. </p>",98%,
3,,Most Detailed Keyword Research for SEO or PPC,Mitch M.,$31,138,"Northampton, United Kingdom            ",116,06 Jun 2014,5,86,,<p>brillaint</p>,98%,
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Paula G.,$31,685,"Dublin, Ireland            ",448,21 Jun 2015,5,432,,<p>Fantastic Hourlie ! Very comprehensive SEO Audit and competitor analysis with excellent recommendations. Will definitely rehire Jon for further work </p>,96%,
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",George L.,$31,685,"New York City, United States            ",448,10 Jun 2015,5,432,,"<p>great service, thoroughly recommended</p>",96%,
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Paul M.,$31,685,"Melbourne, Australia            ",448,08 Jun 2015,5,432,,"<p>Great work, fast and very thorough.</p>",96%,
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Ben D.,$31,685,"London, United Kingdom            ",448,04 Jun 2015,5,432,,<p>Great and speedy service! Very in-depth review and well explained. </p>,96%,
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Jesmond D.,$31,685,"Hamrun, Malta            ",448,27 May 2015,4,432,,"<p>Reports delivered quickly, on time and very detailed </p>",96%,
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Sumit A.,$31,685,"Tipton, United Kingdom            ",448,25 May 2015,5,432,,<p>great guy very happy with work and pricing</p>,96%,
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Tez F.,$31,685,"Sittingbourne, United Kingdom            ",448,21 May 2015,5,432,,<p>Fantastic service! Very very detailed with great tips to help my ranking</p>,96%,
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Ivan B.,$31,685,"Manila, Philippines            ",448,19 May 2015,5,432,,<p>Quality service and easy communication!</p>,96%,
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Andrew L.,$31,685,"Eye, United Kingdom            ",448,13 May 2015,5,432,,<p>Full report and analysis seems accurate and in-depth. Will implement ideas and advice and possibly use the web guy again for future SEO work</p>,96%,
2,,"Provide an SEO audit, keyword & competitor analysis, plan of action & Skype help",Pascal B.,$31,685,"Paris, France            ",448,07 May 2015,5,432,,<p>Good value for money. Good work and communication. perfect!</p>,96%,
2,,Review your website for search engine compliance,Sian B.,$25,1,"Southend-on-Sea, United Kingdom            ",,27 Jan 2014,4,1,,"<p>Not sure I understood much of it or how much of this was computer generated, but it was worth giving it a go.  Thanks.</p>",80%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Christophe H.,$24,171,"Paris, France            ",229,21 Jul 2014,5,103,,<p>Very quick and comprehensive work! Great to see you can work in any language website. Thank you Nikhil</p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Hayley C.,$24,171,"Romford, United Kingdom            ",229,17 Jul 2014,5,103,,"<p>Perfect, thank you.</p>",97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Sean X.,$24,171,"London, United Kingdom            ",229,14 Jul 2014,5,103,,<p>good work.</p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Max L.,$24,171,"Tokyo, Japan            ",229,07 Jul 2014,5,103,,"<p>As a relative newcomer to SEO, I was looking for someone with the skills to help out and the patience to walk me through everything step by step. I am glad to say that I seem to have found such a professional in Nikhil. He responded to each of my queries in a quick and competent manner. Everything was provided on time and I am very happy with the price as Nikhil provided more than was originally promised.  This kind of dedication actually saves me money in the long run. I look forward to taking advantage of this SEO professional again and recommend him highly to the PPH community. </p>",97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Niels P.,$24,171,"Berlin, Germany            ",229,22 Jun 2014,5,103,,<p>Very good and fast work. The report gave me some insights where I can improve my page. Valuable for everybody who wants to improve his website</p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,James H.,$24,171,"Salisbury, United Kingdom            ",229,22 Jun 2014,5,103,,<p>Great stuff</p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Giedrius B.,$24,171,"City of London, United Kingdom            ",229,20 Jun 2014,5,103,,<p>Great service!!!</p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Ben C.,$24,171,"Stockport, United Kingdom            ",229,19 Jun 2014,5,103,,<p>Quick and efficient service. Have begun implementing some of the suggestions. Many thanks.</p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Pamela K.,$24,171,"City of London, United Kingdom            ",229,19 Jun 2014,5,103,,<p>Fantastic work by Nikhil.  He provided a very detailed audit report which is going to help me greatly improve my web rankings.  Many thanks. </p>,97%,
1,,Seo analysis your site and produce detail SEO audit report to rank NO1 in Google,Tim M.,$24,171,"Stanmore, United Kingdom            ",229,17 Jun 2014,5,103,,<p>5* Does what it says on the Tin.</p>,97%,
5,,"Be your SEO consultant. Back links, SEO, website review etc",Ewan H.,$123,53,"Farnborough, United Kingdom            ",180,03 May 2013,5,40,,<p>Joanne was great. She was very knowledgeable and produced a logical/honest report for my website. </p>,97%,
5,,"Be your SEO consultant. Back links, SEO, website review etc",John K.,$123,53,"Brighton, United Kingdom            ",180,02 May 2013,5,40,,"<p>Very personable person, the report was very thorough and complete, I'd be happy to use again.  Thank you! </p>",97%,
5,,"Be your SEO consultant. Back links, SEO, website review etc",Tim C.,$123,53,"Wilmslow, United Kingdom            ",180,01 May 2013,5,40,,"<p>Jo carried out a very, very detailed analysis of my website - particularly addressing the concerns I had about general performance.<br>
Jo identified the areas that needed improving and I am very pleased with the report. Definitely recommend.</p>",97%,
5,,"Be your SEO consultant. Back links, SEO, website review etc",Bruce R.,$123,53,"Chessington, United Kingdom            ",180,17 Apr 2013,5,40,,<p>Another great job by Joanne. Look forward to building up a good working relationship with her. Thanks...</p>,97%,
5,,"Be your SEO consultant. Back links, SEO, website review etc",Ken G.,$123,53,"Oxford, United Kingdom            ",180,03 Apr 2013,5,40,,<p>Jo did a thorough job and I was very happy with her work.</p>,97%,
5,,"Be your SEO consultant. Back links, SEO, website review etc",Michael F.,$123,53,"London, United Kingdom            ",180,20 Mar 2013,5,40,,"<p>Great working with Joanne, a thorough report.</p>",97%,
